identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
-3858620689119270317,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,fr
6789833468925512704,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,168,2856,95.2,7.93,fr
-3597767013386664521,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
8568707782935739428,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,217,2856,95.2,7.93,de
8319316506672724409,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
6416552775746072871,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,fr
8656817768223156285,user,France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
4715413148524822118,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,de
-2999553897660141728,user,Australie,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,695,2856,95.2,7.93,au
273920685850678478,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,fr
7684368905015631175,user,Tunisie,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,434,2856,95.2,7.93,tn
-7886819085525783166,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,au
-3220130207908473581,user,Albanie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,al
-5669627931953308846,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,us
-8058712502068758489,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,363,2856,95.2,7.93,au
-3421938855704225703,user,Grèce,en,3,9,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gr
-7775688542922183191,user,Chypre,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,681,2856,95.2,7.93,cy
-1949209663424715749,user,Royaume-Uni,en,3,8,9,0,0,0.0,0,0,F,2,mrs,False,False,False,True,177,2856,95.2,7.93,gb
-5449509196458294783,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,610,2856,95.2,7.93,fr
-4719821214878111005,user,Espagne,es,3,8,5,0,0,0.0,7,0,F,2,mrs,False,False,False,True,319,2856,95.2,7.93,es
5356276579958071115,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,us
-8969806198136629610,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,441,2856,95.2,7.93,us
5970317899000075583,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,fr
3803227055501072763,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,687,2856,95.2,7.93,gb
2737967639868215464,user,Russie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,544,2856,95.2,7.93,ru
-6745107274415018068,user,Maroc,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,670,2856,95.2,7.93,ma
-1844895438406258679,user,Danemark,en,3,8,33,0,0,0.0,2,0,F,2,mrs,False,False,False,True,364,2856,95.2,7.93,dk
-7732902318460103102,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
-5600296701134526778,user,Belgique,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,695,2856,95.2,7.93,be
-3477792106518730319,user,France,fr,3,8,5,0,0,0.0,0,0,F,2,mrs,True,True,False,True,202,2856,95.2,7.93,fr
-9029854882064123846,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
4709340439659639162,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,211,2856,95.2,7.93,us
6215297611608532826,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,598,2856,95.2,7.93,es
8504022153888006689,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,de
7161273993246380472,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
-1816992512873896489,user,France,fr,3,8,4,0,0,0.0,0,0,F,2,mrs,True,False,True,True,550,2856,95.2,7.93,fr
-8183231124194063700,user,Etats-Unis,en,3,8,1,0,0,0.0,1,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,us
-8277379735709758958,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,us
-8114984267875524344,user,Danemark,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,666,2856,95.2,7.93,dk
-348128300327053112,user,Autriche,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,at
-6808188932311824703,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,de
9129946757545929793,user,Maroc,en,3,8,15,0,0,0.0,9,0,F,2,mrs,False,False,False,True,19,2856,95.2,7.93,ma
-4688435118140019702,user,Jordanie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,jo
-1681907529219048132,user,Espagne,es,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,273,2856,95.2,7.93,es
-8560572275003681541,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,us
-3454028318485245003,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,664,2856,95.2,7.93,fr
-7508899451895014832,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
3598907663240661047,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,it
-6398325654623951675,user,Chine,en,3,9,0,0,0,0.0,0,1,M,1,mr,True,False,True,True,255,2856,95.2,7.93,cn
4465019995755629486,user,Chine,en,3,8,15,0,0,0.0,1,0,F,2,mrs,True,False,True,True,510,2856,95.2,7.93,cn
-8053811835683350169,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,us
6804857187455900886,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
-9165051666993520005,user,Royaume-Uni,en,3,8,0,0,0,0.0,2,0,F,2,mrs,True,False,True,True,556,2856,95.2,7.93,gb
6690991803079114653,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
7410966320037097559,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
-4539652035095844800,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,632,2856,95.2,7.93,us
6066756482632793942,user,Irlande,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,ie
-260686851022873482,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
4423950296308544180,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,695,2856,95.2,7.93,fr
-6449270857545215431,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
3065701926991723137,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
2141179262864968829,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,gb
-4319452402944122201,user,France,fr,3,10,7,0,0,0.0,2,0,F,2,mrs,True,False,True,True,164,2856,95.2,7.93,fr
-3249307644688196868,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,653,2856,95.2,7.93,fr
-3351205421691305630,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,501,2856,95.2,7.93,fr
-8373607265678591993,user,Maroc,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,ma
6155883233895324303,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,ca
7475633427742458117,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
1320205604697262281,user,Hong Kong,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,695,2856,95.2,7.93,hk
-3165510985390021396,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,695,2856,95.2,7.93,it
6849427486901208386,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,fr
2980480427105771642,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,gb
-4247122940837885496,user,Danemark,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,14,2856,95.2,7.93,dk
6616221549988357502,user,Etats-Unis,en,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,153,2856,95.2,7.93,us
-4989952132650165293,user,Royaume-Uni,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,645,2856,95.2,7.93,gb
-3327821959815794923,user,Danemark,en,3,8,0,0,0,0.0,1,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,dk
7153694901802716184,user,Danemark,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,dk
-4507460789659088912,user,Espagne,es,3,8,8,0,0,0.0,0,1,F,2,mrs,False,False,False,True,20,2856,95.2,7.93,es
2394998682110876411,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,it
1315623096121380815,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,654,2856,95.2,7.93,it
4742390959340161565,user,Monaco,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,mc
-2075468117310383259,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,524,2856,95.2,7.93,de
1657770856183169683,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
7435291644352861742,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,us
-514501267282836831,user,France,fr,3,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,661,2856,95.2,7.93,fr
-5675846422095914823,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,427,2856,95.2,7.93,it
7672754868538886330,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,624,2856,95.2,7.93,gb
-2250095384639114316,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,16,2856,95.2,7.93,gb
-5787037683015052185,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
-2570686589402653892,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,523,2856,95.2,7.93,fr
-7023657068640120173,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,610,2856,95.2,7.93,de
-1959696326533750705,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,de
4556860197356643161,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,549,2856,95.2,7.93,fr
-8895425610373475681,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,652,2856,95.2,7.93,fr
1624923983013457716,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
8489590854656512951,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,us
8272851906190249110,user,Singapour,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,695,2856,95.2,7.93,sg
1000145990988841001,user,France,fr,3,8,57,0,0,0.0,6,3,F,2,mrs,False,False,False,False,11,2856,95.2,7.93,fr
1924279368956991708,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,420,2856,95.2,7.93,gb
4409207233171316518,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,546,2856,95.2,7.93,es
-6717697153665960612,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
5569728796327713877,user,Belgique,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,be
-7085046418285862997,user,France,fr,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
3606258743087679264,user,Italie,it,3,8,26,0,0,0.0,0,0,F,2,mrs,False,False,False,True,14,2856,95.2,7.93,it
-4180795597610300458,user,France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,269,2856,95.2,7.93,fr
-115717049007975466,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,695,2856,95.2,7.93,fr
3605794679916605493,user,Brésil,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,485,2856,95.2,7.93,br
-7108626756893280072,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,657,2856,95.2,7.93,de
2112330458856968384,user,Mexique,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,694,2856,95.2,7.93,mx
-2294792266742915998,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,442,2856,95.2,7.93,us
-8178271963253280016,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,695,2856,95.2,7.93,gb
2772372323502109929,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,fr
2282882295302669748,user,Hong Kong,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,hk
-9051815618009560592,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
-5390687526496453752,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
910351549309495153,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,us
-6301628551660076915,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,643,2856,95.2,7.93,us
-1045739696119340927,user,Jordanie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,jo
-5694740930803103720,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,401,2856,95.2,7.93,fr
-4501614676191653143,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,nl
8194538124768314938,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,it
-690626574877237415,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,695,2856,95.2,7.93,gb
-2000310401800037687,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,622,2856,95.2,7.93,gb
6183939531680709868,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,us
2618131405330770089,user,Finlande,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,fi
-4967940831117521384,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,us
-6943324572047170401,user,Danemark,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,272,2856,95.2,7.93,dk
762151338168443479,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,85,2856,95.2,7.93,us
-5787423174793262733,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
-6042750245842315762,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,695,2856,95.2,7.93,fr
-1201604549254010092,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,628,2856,95.2,7.93,de
-3590051016654892018,user,Hong Kong,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,hk
-5918237551025040994,user,Tunisie,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,tn
3924301950161714725,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
4331709960988944027,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,681,2856,95.2,7.93,us
-5036835317203364420,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
-8431519476250647873,user,Allemagne,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,de
704631204782162230,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,fr
5744311427060864325,user,Irlande,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,ie
-8243533103396255280,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,526,2856,95.2,7.93,gb
-8013887750053274121,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,695,2856,95.2,7.93,nl
-5454471292308443932,user,Etats-Unis,en,3,8,13,0,0,0.0,0,0,F,2,mrs,False,False,False,True,268,2856,95.2,7.93,us
2410465098953670093,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
-255188022393515787,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,us
-5169920448917754911,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,446,2856,95.2,7.93,us
8640282374420208388,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,694,2856,95.2,7.93,nl
-3383283097102877032,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,675,2856,95.2,7.93,gb
2823500715429460121,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2856,95.2,7.93,de
8447394845521046186,user,France,fr,3,8,0,1,0,0.0,0,0,F,2,mrs,True,False,True,True,118,2856,95.2,7.93,fr
-8123405410403490043,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
2483853465303451308,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
7996224976000308301,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
-8325277040631547135,user,Royaume-Uni,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,211,2856,95.2,7.93,gb
1371436746629528431,user,Pays-Bas,en,3,9,42,0,0,0.0,10,0,F,2,mrs,False,False,False,False,42,2856,95.2,7.93,nl
-8831538115121531231,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,us
-3104148144891457433,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,gb
4341706715773582799,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,de
-8557983260858335016,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
5878105914714425305,user,Allemagne,de,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,de
-8759466626037914430,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,it
-6825446116779627542,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,de
1283591887038643034,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
-4940696363741112859,user,Émirats arabes unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,626,2856,95.2,7.93,ae
-7233527857529128873,user,Pérou,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,pe
6640977622099043845,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fr
5928188261712471725,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
-9182658221931385922,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
-7112508440068677588,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,575,2856,95.2,7.93,fr
-6713488617787933579,user,Royaume-Uni,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
-476019534695212027,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,us
-430384542289054344,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
2571240404990679851,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,695,2856,95.2,7.93,it
-6879376882180128830,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,665,2856,95.2,7.93,us
4748405699240749452,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,636,2856,95.2,7.93,gb
-590589605110449120,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,it
-7951395386375447909,user,Suisse,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,ch
6314806675767371130,user,Allemagne,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,695,2856,95.2,7.93,de
-2852074105652346070,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,nl
6983238704363367879,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,695,2856,95.2,7.93,fr
2042638057409844357,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,627,2856,95.2,7.93,gb
-5334262690442575588,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,us
4392512936791888710,user,Finlande,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,fi
4393452928808992217,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,91,2856,95.2,7.93,us
2252756905876730108,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,695,2856,95.2,7.93,gb
-5985067504579760034,user,Algérie,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,dz
-7999148929630787366,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
-8551909301968825796,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
-6415190078281488772,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
-8153241807945803248,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,449,2856,95.2,7.93,gb
180972133652555988,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,691,2856,95.2,7.93,gb
-302334453068001840,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,202,2856,95.2,7.93,us
-8183011090490200057,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,fr
7768588262213507840,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,us
2447339534873644475,user,Iran,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,ir
3067275364446386062,user,Malte,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,mt
1225972831211156848,user,Moldavie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,md
-3208176088200367043,user,Royaume-Uni,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,491,2856,95.2,7.93,gb
853144173734802681,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,658,2856,95.2,7.93,es
4367615541885355976,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,675,2856,95.2,7.93,fr
-1673542838921095527,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,695,2856,95.2,7.93,gb
1649067581753863769,user,Etats-Unis,en,3,8,13,0,0,0.0,16,0,F,2,mrs,False,False,False,True,633,2856,95.2,7.93,us
6282999159153360710,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,540,2856,95.2,7.93,us
-6427930581904714634,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,2856,95.2,7.93,gb
